0	0.00321364259333333	7470.739235	0.142942	0.080652
219.482334133333	0.00321364259333333	7308.774717	0.139843	0.140470
473.213529066667	0.00321364259333333	6966.774944	0.133299	0.171196
766.564301066667	0.00321364259333333	6444.230238	0.123301	0.178024
1105.706756	0.00613273936	3215.364854	0.061521	0.091388
1497.78310293333	0.00613273936	3179.375517	0.060833	0.089320
1951.07436773333	0.0110535846466667	1775.550357	0.033973	0.047450
2475.12692826667	0.0110535846466667	1827.986258	0.034976	0.045794
3080.97746586667	0.0175154752933333	1197.173650	0.022906	0.027802
3781.40603573333	0.0175154752933333	1255.102376	0.024015	0.027014
4591.18913733333	0.0277531315733333	836.102264	0.015998	0.016568
5527.36684426667	0.0277531315733333	890.088747	0.017031	0.016239
6609.70676666667	0.0450235567533333	587.910607	0.011249	0.009854
7860.98524053333	0.0450235567533333	635.048330	0.012151	0.009772
9307.60594426667	0.0738918916133333	420.363693	0.008043	0.005943
10980.0498016	0.0738918916133333	459.850580	0.008799	0.005952
12913.5779549333	0.117479082126667	317.678413	0.006078	0.003778
15148.9347386667	0.117479082126667	350.616494	0.006709	0.003818
17733.2474850667	0.172834174053333	263.542967	0.005043	0.002642
20720.982568	0.172834174053333	292.128821	0.005589	0.002690
24175.1123386667	0.233220318313333	240.015690	0.004592	0.002041
28168.4507749333	0.233220318313333	266.179189	0.005093	0.002092
32785.1859632	0.29371944956	234.116775	0.004479	0.001709
38122.6094128	0.29371944956	259.000853	0.004956	0.001765
44293.2390354667	0.363339468086667	231.250923	0.004425	0.001471
51427.1248978667	0.363339468086667	254.955142	0.004878	0.001521
59674.6611149333	0.46262036	220.531422	0.004220	0.001225
69209.692992	0.46262036	242.605574	0.004642	0.001256
80233.1865456	0.60866326172	202.790051	0.003880	0.000968
92977.5025813333	0.60866326172	222.969944	0.004266	0.000988
107711.2753288	0.853997120653334	174.943669	0.003347	0.000714
124745.078406667	0.853997120653334	192.889465	0.003691	0.000731
144437.962474667	1.37426586331333	132.688501	0.002539	0.000467
167205.0051672	1.37426586331333	147.585261	0.002824	0.000483
193526.09826	2.65763532547333	85.398914	0.001634	0.000261
223956.070486133	2.65763532547333	96.244831	0.001842	0.000269
259136.3287744	5.42144358928	53.430257	0.001022	0.000140
299808.425634667	5.42144358928	60.852038	0.001164	0.000144
346829.665165867	8.5940316133	43.800720	0.000838	0.000098
401191.169470667	8.5940316133	50.084180	0.000958	0.000102
464038.813201333	7.32122854331333	66.996587	0.001282	0.000129
536697.3214856	7.32122854331333	76.045528	0.001455	0.000136
620698.2201464	3.34774913566667	184.903315	0.003538	0.000317
717812.116237333	3.34774913566667	200.678008	0.003840	0.000331
830086.039986133	1.48016735808	461.934331	0.008838	0.000743
959886.551119467	1.48016735808	435.465571	0.008332	0.000698
1109949.63591013	0.8768750363	615.656754	0.011780	0.000980
1283438.40722827	0.8768750363	445.456809	0.008523	0.000725
1484009.7182944	0.593785598	390.106499	0.007464	0.000643
1715891.335092	0.593785598	178.144325	0.003409	0.000305
1983970.9609104	0.523448962066667	75.018877	0.001435	0.000132
2293899.29223547	0.523448962066667	21.292171	0.000407	0.000039
2652209.15867013	0.462861863293333	5.070363	0.000097	0.000010
3066453.17917253	0.462861863293333	0.709483	0.000014	0.000001
3545362.985516	0.453077465046667	0.072182	0.000001	0.000000
4099033.26070773	0.453077465046667	0.004753	0.000000	0.000000
4739134.54307627	0.453077465046667	0.000202	0.000000	0.000000
5479159.18258133	0.453077465046667	0.000005	0.000000	0.000000
